Gene	Organism	Experiment Accession	Comparison	log2foldchange	pValue	tStatistics
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.1	0.000447289342650596	11.421331821666
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7	0.000197629527392415	13.4292036223192
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7	0.000051909214212714	20.3680976177601
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	7	2.97112102559346e-8	40.6299098727717
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.9	0.00115036857441254	11.498593753681
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.8	0.00159475870079502	10.5768327354519
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.8	0.00152521062949104	10.7056739271204
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.8	0.00033611087634191	12.2470371444311
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.8	0.000285031371665893	13.0852532671737
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.8	0.000222960448483277	19.4990331203321
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.7	0.000362639132822	16.9816137716514
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.7	0.000222960448483277	18.6795532378064
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.6	0.000711375798370848	-14.863234669337
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.6	0.000153856063158925	15.0492021224705
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.6	0.000412421112228397	15.542745231567
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.6	0.000556448105846159	9.8523958636523
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.5	0.000566018657005567	14.3977367641154
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.5	0.000107194417332494	16.8990476203299
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.5	0.00057203804447644	11.6272838767455
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.5	0.000199236757654627	14.6262491051816
ENSG00000134853	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.4	0.00155165475140954	-11.7045173807479
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.4	0.000652511563401673	10.0905198866698
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.4	0.0000877663559693603	17.9781647830695
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.4	0.000476355294225332	11.2225630637968
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.4	0.00117101736265537	12.9097946167444
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.4	4.27147255324928e-8	35.6980942712269
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.3	0.000189446766226684	14.9606455364324
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.3	0.00124543994916314	12.5142632565616
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.3	0.000149729039432905	16.3916074206649
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.3	0.000518062307223631	11.1155267850826
ENSG00000136244	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.3	2.67122600851094e-7	26.9292243877814
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.000734251095209715	16.5016003885078
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.00139576166178411	11.9237768288546
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.2	0.000224990271092086	13.0227944811675
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.2	0.000592825692621131	10.7616747158012
ENSG00000169245	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	6.1	5.16610416825693e-8	36.9111157005288
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.1	0.000936438653317204	-13.111675607364
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.1	0.000545880731616912	9.91125826848864
ENSG00000271503	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.1	1.0985198773212e-7	27.4291746121988
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.000647425322216566	11.2425421107353
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.1	3.76541028150916e-7	25.8188269186823
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.1	0.0000224979312808771	13.0493236511003
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6	0.00108662511464249	13.6148284339442
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.000158865796122261	15.3151639843898
ENSG00000103888	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	6	0.0000057514712477375	32.0424413238127
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6	0.0000117647508715819	14.386223059239
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-5.9	0.0010132081742792	-12.8117358402979
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.000362189346504135	12.0919029278649
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.9	0.000249208716541092	13.869276423084
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.0000446756987125378	22.1690003423953
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.003065467526895	6.59955244300898
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-5.8	0.000795143397378436	-13.788632645499
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.8	0.00868722425004331	6.00897803648065
ENSG00000169245	homo sapiens	E-GEOD-18816	'low-pathogenic seasonal influenza A (H1N1) virus' at '6 hour' vs 'none' at '6 hour'	5.8	0.0284364882899032	6.89969164235253
ENSG00000119508	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	5.8	7.41041521519113e-7	35.7757959535389
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.7	0.0000723201997396365	18.3388527530781
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.7	0.0000467208686955046	20.8648065565766
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.7	0.00334233462193561	7.3550517900508
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.6	0.0115221338688078	7.40695539768076
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.6	0.000706605902121019	10.1787577260792
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.6	0.000472559484966546	12.1325418762473
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.6	0.00103736318074881	8.83335615215858
ENSG00000134326	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	5.6	9.99574617989271e-9	47.4017394730892
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.6	0.000329900970754278	12.3589158589566
ENSG00000119508	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	5.6	5.31737096250559e-7	40.585393042184
ENSG00000134853	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-5.5	0.000199385866029015	-9.09751519312459
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.5	0.000093743833783874	17.0646604326055
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.5	0.00035381361143732	11.1969505204451
ENSG00000134070	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.5	0.00161986682146787	11.2906248172967
ENSG00000134070	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.5	0.000302027531069245	12.8255966631258
ENSG00000108700	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	5.5	0.00758894602383627	8.77223252429036
ENSG00000118503	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.5	1.24662821113124e-8	43.0646274146662
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.4	0.000346184493446671	12.9856058728701
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.4	0.000214128215494817	13.9672808023911
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.4	0.000195023515936418	13.5728635102999
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.4	0.0216524350883547	5.92851012368234
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.4	0.0000499726466727831	20.0740074621628
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.4	0.0000646043447936026	18.6340207300558
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.4	0.000172587345431216	14.4298469135513
ENSG00000169245	homo sapiens	E-GEOD-13637	'influenza A virus' vs 'none' in 'wild type'	5.4	4.88489744846974e-7	25.8573246998443
ENSG00000164761	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	5.4	0.000964903647002868	7.52897949318233
ENSG00000118503	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.4	7.58653939280671e-9	51.0185029914509
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.3	0.000235680094384118	12.8462141372627
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.3	0.000219282778515958	14.270703269244
ENSG00000134070	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.3	0.000195023515936418	13.5769002218186
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.3	0.000192721398570836	14.3051015250151
ENSG00000167244	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-5.2	0.000936438653317204	-13.0135795586911
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-5.2	0.000358284200998666	-8.24500174217928
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.2	0.0000880944897374163	17.9267028615818
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.2	0.000433318816529762	10.5896450207859
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.2	0.00596759514819872	9.39825142525767
ENSG00000197329	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.2	0.0000916812778222707	20.0050831332344
ENSG00000164761	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	5.2	0.000518237951630112	8.81556192158919
ENSG00000138646	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	5.2	7.43047357787012e-7	22.2781550436312
ENSG00000163590	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	-5.1	0.000199236757654627	-14.6261326512635
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.1	0.00985671104532291	8.04358009949642
ENSG00000134070	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.1	0.000492803793947693	11.0722102438276
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.1	0.000362639132822	16.9161209753514
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.1	0.000201738715018676	14.5192889911924
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.1	0.000713016773419173	11.0475692395311
ENSG00000134326	homo sapiens	E-GEOD-13637	'influenza A virus' vs 'none' in 'wild type'	5.1	3.39968111530113e-7	28.3152731106251
ENSG00000197329	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.1	0.0000823451652091836	19.0823834288515
ENSG00000197329	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.1	0.000327643924652338	23.6963569429248
ENSG00000138646	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.1	0.00000282666900802554	17.5003341699758
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	5	0.00115271179773287	11.4421386844267
ENSG00000163590	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-5	0.00144920395388915	-11.786097582876
ENSG00000108691	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5	8.13061349847214e-7	21.4317343468121
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-4.9	0.0000523662231144367	-11.2284982292207
ENSG00000108700	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	4.9	8.32483392267139e-8	31.302379150065
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.9	0.00021607027272983	13.170397597492
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	4.9	0.00483190801016371	6.8635966516258
ENSG00000240065	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	4.9	8.67335580263614e-8	28.8814056974847
ENSG00000104365	homo sapiens	E-GEOD-13637	'IKK2kd-transfected' vs 'wild type' in 'H5N1 influenza virus infected'	4.9	3.26614719073229e-7	24.719004363166
ENSG00000197329	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.9	0.000151626334393714	15.62100426453
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-4.8	0.000554747591133697	-7.7087355022089
ENSG00000169245	homo sapiens	E-GEOD-17400	'Dhori virus' vs 'none' at '48 hour'	4.8	1.69718944263006e-9	38.4765610167056
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.8	0.000597834597617945	10.3608653260414
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.8	0.000823346375764081	15.4437904751002
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	4.8	0.000407362246313228	15.6360634538414
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.8	0.000315970369975568	12.5899230950432
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	4.8	0.034684524946033	4.78390361574986
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.8	0.00251914175301907	9.27448365513007
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-4.7	0.000540352384381927	-7.7317147440151
ENSG00000019991	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-4.7	0.0000052479043075026	-15.0639056396107
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.7	0.000108147973723154	16.8286644954062
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4.7	0.00449424402411453	6.6540163593556
